,text,manifesto_id,party,date,title,Class
10475,corporations banks markets operate across globe little respect national borders,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
3532,million neighbourhood renewal fund jobs education crime prevention,51320_200106,Labour Party,200106,Ambitions for Britain,3
3070,persistent offending,51320_200106,Labour Party,200106,Ambitions for Britain,3
5398,virtuous circle,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
8204,labour use commitment british public transform lives world poorest people whilst ensuring value taxpayers money,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
13872,ensure schools include teaching tolerance anti discrimination,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
4907,ensuring funding wildlife crime unit,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
13387,want young women young men equally successful education therefore ensure training providers educational training careers services includes improved understanding effect gender learning tackled,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
8158,social security rules well pushing stronger transitional controls enable member states manage flow workers longer new countries join,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
10338,take big money politics capping donations political parties per person year,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
16641,brexit,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
922,,51421_199705,Liberal Democrats,199705,Make the Difference,4
13022,expand internet safety measures protect children northern ireland,51621_201505,Ulster Unionist Party,201505,"One day, one vote, one chance for change. Westminster Manifesto 2015",8
12839,believe northern ireland learn experience isle man vat rate applied since hospitality aspects construction identifiable benefits economy,51621_201505,Ulster Unionist Party,201505,"One day, one vote, one chance for change. Westminster Manifesto 2015",8
14038,support disabled people carers,51902_201505,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015,5
13812,starting citizens communities building outwards best way achieving sustainable communities,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
12937,ulster unionist party believes honour sacrifice commitment armed forces armed forces community northern ireland advantage ensure disadvantaged service,51621_201505,Ulster Unionist Party,201505,"One day, one vote, one chance for change. Westminster Manifesto 2015",8
14538,defence works people scotland,51902_201505,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015,5
8191,intergovernmental panel climate change made clear world going hold warming two degrees internationally agreed goal global emissions need peak around decline rapidly reach net zero emissions second half century,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
15521,time billion capital cost nhs pfi contracts run course nhs forced pay total billion,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
15115,create education system guarantees fair start opportunity every child,51903_201505,Democratic Unionist Party,201505,The Northern Ireland Plan,1
4213,snp consider extension existing legal responsibility parents actions children,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
15238,cut business rates small businesses,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
15558,viability proposal clearly depends several unknowns least getting go ahead shale exploration unpredictable market forces feel important state policy intention,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
7347,inclusive wealth creating economy works shared sense responsibility government pro business pro worker,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
7959,measures start big changes govern union nations,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
7317,britain succeeds working families succeed,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
13830,purpose welsh language standards ensure welsh treated less favourably english people right use language,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
7572,services must joined ways make sense people use,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
11750,improved operation parliament,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
11865,last five years committed billions pounds reduce emissions transport clean rivers seas,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
9069,maintain channel public ownership,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
14434,support single tier pension rate per week,51902_201505,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015,5
13107,means uk government would always assess impact upon wales economic plans put place,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
10308,came reforming house lords,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
13801,allow development farms families continue live work farm children grow raise family,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
9518,equal care mental health,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
13774,including opposing lowering quality thresholds part eu us ttip trade negotiations,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
9138,increases childcare support benefit system,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
3399,un support modern representative security council effective peace keeping,51320_200106,Labour Party,200106,Ambitions for Britain,3
6664,make global deal climate change priority foreign policy,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
8510,new communities northern ireland part journey fully inclusive society,51340_201505,Social Democratic and Labour Party,201505,Prosperity not austerity. SDLP Westminster Manifesto 2015,6
1170,additional million four years provided enhance research development new products processes,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
5858,also banned lenders advertising council billboards,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
7697,sure start obligation provide families access childcare opening facilities charities local childcare providers,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
1039,past years snp scotland subject whole range smears fears manufactured political opponents,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
4144,tenants,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
15235,abolish bedroom tax,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
15439,ukip policies recognise new openness world positive benefits controlled immigration brought continue bring nation,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
15721,far reaching child care review,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
8870,develop national skills strategy key sectors including low carbon technologies help match skills people,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
11737,ruled introduction regional pay public sector support introduce,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
16551,issues veteran homelessness drug alcohol abuse mental health problems also come remit rolling following initiatives,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
14003,nhs public services,51902_201505,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015,5
10017,must continue work fight prejudice discrimination based race age religion belief gender sexuality disability,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
3074,every active offender dna database,51320_200106,Labour Party,200106,Ambitions for Britain,3
9389,core curriculum taught every state funded school,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
3544,labour manifesto tony blair said set manifesto follows ten commitments commitments form bond trust people,51320_200106,Labour Party,200106,Ambitions for Britain,3
9081,build world leading reforms pensions system,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
15606,completely inadequate potentially life changing decisions stake,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
6878,seek provision high quality affordable childcare capped income low incomes,51210_201505,We Ourselves,201505,Equality not austerity Comhionannas ní déine. Sinn Féin 2015 Westminster election manifesto,10
12582,understand problem expect us politicians find solution irrespective level government power make happen ulster unionist party manifesto contains policy proposals across full range governmental bodies europe westminster northern ireland assembly new eleven councils,51621_201505,Ulster Unionist Party,201505,"One day, one vote, one chance for change. Westminster Manifesto 2015",8
4642,economy,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
233,longer action delayed higher cost,51421_199705,Liberal Democrats,199705,Make the Difference,4
8235,policies bring hope make britain work working people,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
729,aim every young person ages opportunity either work learn train take place new citizens service,51421_199705,Liberal Democrats,199705,Make the Difference,4
3572,billion released administration next year,51320_200106,Labour Party,200106,Ambitions for Britain,3
2573,inherited system number qualified people able go university capped,51320_200106,Labour Party,200106,Ambitions for Britain,3
2270,fuel poverty blights lives aim vulnerable household uk need risk ill health due cold home,51320_200106,Labour Party,200106,Ambitions for Britain,3
15698,also allow office space converted nursery facilities permitted development rights,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
13882,elderly vulnerable people must treated understanding respect,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
8975,remain opposed expansion heathrow stansted gatwick new airport thames estuary local issues air noise pollution,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
3695,context eu citizenship snp open inclusive approach scottish citizenship,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
13759,current regulations mean hybu cig cymru meat promotion wales loses per year vital welsh farming industry,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
1258,snp manifesto,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
13586,insist negotiation european union powers must weaken wales interests,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
1161,cut small companies rate corporation tax p p,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
3232,regions degree political representation sufficient,51320_200106,Labour Party,200106,Ambitions for Britain,3
3677,establish scottish fund future generations sffg means securing long term investment,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
6999,sinn f believe constitutional future people ireland north south within united ireland,51210_201505,We Ourselves,201505,Equality not austerity Comhionannas ní déine. Sinn Féin 2015 Westminster election manifesto,10
5929,taxation pays,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
6221,reform house lords become fully elected body chosen pr,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
9842,giving full borrowing powers green investment bank boost investment low carbon technologies,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
7211,many driven secure full time work precarious badly paid jobs many working zero hours contracts,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
2460,since rising standards achieved major new investment significant reforms schools vital repairs refurbishment schools connected internet nearly half million fewer primary pupils classes teachers set receive pay rise usual annual increase every school getting additional grants paid direct teachers support staff classroom assistants,51320_200106,Labour Party,200106,Ambitions for Britain,3
15158,support northern ireland constitutional position within united kingdom never higher,51903_201505,Democratic Unionist Party,201505,The Northern Ireland Plan,1
13162,support european union youth jobs guarantee provide training employment young person work four months,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
11335,believe teaching highly skilled profession need attract best graduates,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
5526,take time train staff expand services green party put end mental health cinderella status achieve parity esteem,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
2841,invest additional million help people disabilities work ensure worthwhile try job stay work high care costs improve assessment equipment services people move work,51320_200106,Labour Party,200106,Ambitions for Britain,3
16439,believe ideas beliefs open discussion scrutiny challenge culture offence risks shutting free speech,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
1300,also work closely producers instil best practices provide certification quality time passport domestic international success scottish food industry,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
16085,businesses town centres shops particular suffered result dramatic increase town trading estates supermarkets,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
14106,demand firstly proposals smith commission delivered quickly full,51902_201505,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015,5
13972,must presented relevant available,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
12305,say yes single market,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
13587,negotiation must include transfer powers directly brussels cardiff devolved governments,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
15446,dramatic increase numbers people suffering chronic long term conditions,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
13492,look bring welsh probation service back public control ensure best results communities,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
16306,decriminalise one crime non payment tv licence fee,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
7778,britain seen historically high levels immigration recent years including low skilled migration given rise public anxiety effects wages public services shared way life,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
11391,introducing bursaries demand subjects,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
11372,resulting new school places,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
11795,time extend help buy equity loan scheme,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
13117,plaid cymru encourages people shop local,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
7536,introduce make work pay contracts provide tax rebates firms becoming living wage employers,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
6214,mps pay attention parties people comes voting constituents need empowered,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
6897,cumhachta geilleagracha thabhairt ar ais ar son sl n cothrom imid ag iarraidh smacht ioml n ar ch ioncaim ar rachas n isi nta ar ch chorpar ide ar ch ghn thachan caipiti il chomh maithe le cumhachta iasachta agus socr osph n r sochair airgid thagann de bharr na gcinnt seo choinne il agus athinfheisti anseo,51210_201505,We Ourselves,201505,Equality not austerity Comhionannas ní déine. Sinn Féin 2015 Westminster election manifesto,10
6620,mandating protection civilians new weapons developments future,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
11047,reduced national insurance bills,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
8201,equitable deal richer countries provide support poorer nations combatting climate change,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
12840,tynwald government aided hm treasury successfully lobbied eu concessionary vat rate repair maintenance improvement rm existing dwellings,51621_201505,Ulster Unionist Party,201505,"One day, one vote, one chance for change. Westminster Manifesto 2015",8
7944,give football fans voice club boardrooms,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
12763,restoring pride sense purpose people,51621_201505,Ulster Unionist Party,201505,"One day, one vote, one chance for change. Westminster Manifesto 2015",8
16557,homeless people ex forces one ten people sleeping rough streets according charities combat stress crisis,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
13676,means replacing broken westminster system something us wales proud lets us play part creating better nation,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
1479,helping scotland,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
301,clean britain rivers beaches ensure costs investment spread fairly,51421_199705,Liberal Democrats,199705,Make the Difference,4
16060,existing business rate reliefs affected apply relief provided schemes greater per cent,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
6150,realistic level child benefit,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
12389,national security council established ensures proper strategic decision making top government,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
15282,years mismanagement labour conservative governments left public finances mess,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
841,seeking reform eu priorities,51421_199705,Liberal Democrats,199705,Make the Difference,4
16076,banks course consider risk lack funding small businesses remain drag growth,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
5890,support social enterprise,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
2887,nearly third individuals financial savings assets,51320_200106,Labour Party,200106,Ambitions for Britain,3
3922,commission also examine local healthcare co operatives best empowered deliver real improvements,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
12731,addition real focus needed preserving historic built environment,51621_201505,Ulster Unionist Party,201505,"One day, one vote, one chance for change. Westminster Manifesto 2015",8
7626,older people normal setting care increasingly home hospital,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
3192,also help granted refugee status integrate local community supporting come benefits work,51320_200106,Labour Party,200106,Ambitions for Britain,3
3888,government snp seek ensure scotland produces energy requirements renewable sources,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
10180,reintroduced border checks know coming leaving uk,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
14724,helping business get access finance scottish loan fund scottish investment bank,51902_201505,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015,5
13347,ensure schools co operate learn best practices allocate funding planned,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
13532,promoted schools faith community organisations encouraging everybody wales participate wider welsh society,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
8684,liberal democrat plan keep uk track balancing books,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
3878,oppose uk government climate change levy,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
1795,,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
14486,scotland uk able play constructive role year un climate change conference,51902_201505,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015,5
15780,regard secondary education also,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
10782,business investment rising still underinvest compared countries,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
11439,nurse review research councils seek ensure uk continues support world leading science invests public money best possible way,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
2322,develop venture capital funds boost wealth creating capacity,51320_200106,Labour Party,200106,Ambitions for Britain,3
2629,offering world best smoking cessation services help seven ten smokers say want give,51320_200106,Labour Party,200106,Ambitions for Britain,3
2230,also ensure hauliers overseas pay fair share towards cost roads,51320_200106,Labour Party,200106,Ambitions for Britain,3
6815,later back home child road knocks door ask daughter play park,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
15470,ukip find training nurses midwives also fund return practice training taken career breaks,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
6526,live interconnected world brings huge benefits well drawbacks,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
6095,belief members society shared responsibility one another well times need,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
1019,begin process result restoration self confidence creation modern democracy mainstream european life,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
6448,separate target aviation emissions million tonnes co equivalent year,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
12433,continue support euro atlantic path western balkan nations,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
4419,benefit applied would also examine concerns take rate working families tax credit,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
16303,ukip seek introduce new personal weapons legislation reflect progress made knife crime combat many different kinds items used injure disfigure kill,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
14953,offer alternative,51902_201505,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015,5
8742,tax avoidance international crime,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
12064,make sobriety orders available courts england wales enforced new alcohol monitoring tags,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
15639,wholly endorse right disabled access home residential community support services support inclusion communities,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
1070,snp manifesto,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
6227,retaining uk membership european convention human rights council europe,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
6381,transport system use electricity oil,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
256,environment policy currently buried housing local government huge single government department,51421_199705,Liberal Democrats,199705,Make the Difference,4
5434,caroline since introduced nhs reinstatement bill,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
12374,uphold commitment spend per cent gross national income international development,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
13295,introduce better regulation including stricter marketing rules e cigarettes,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
9759,introduce high standards flood resilience buildings infrastructure flood risk areas,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
12311,ever closer union,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
10837,approach focused reducing wasteful spending making savings welfare,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
11796,introduce new help buy isa,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
8339,education also key achieving social justice longterm prosperity,51340_201505,Social Democratic and Labour Party,201505,Prosperity not austerity. SDLP Westminster Manifesto 2015,6
15745,want stressed overworked teachers classrooms,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
6787,happens prisoners returned community,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
9297,plan stretches cradle college high quality early years education,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
13803,helping young people get industry,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
13837,ensure strategies place promote welsh language education ensure employment bilingual people services provided across wales,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
9041,work make sure british tourism industry able compete major world destinations key generator growth uk economy,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
463,encourage use planning real strategies local people make direct input major planning projects community,51421_199705,Liberal Democrats,199705,Make the Difference,4
11540,legislated ensure mental physical health conditions given equal priority,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
13590,plaid cymru pro european party,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
9299,money helping children need,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
14115,equality policy,51902_201505,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015,5
7452,deal scourge household debt introducing new levy payday lenders using funds raised boost low cost alternatives like credit unions,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
3223,local authorities incentive means improve local environment recycling local fines local environment fund,51320_200106,Labour Party,200106,Ambitions for Britain,3
1325,implement operate schemes justice system must encouraged learn international best practice snp proposes establishment research development facility within scottish university develop implement education rehabilitation schemes,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
9607,means promote healthy eating exercise,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
12411,project power globally,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
11461,time labour left office cancer survival rates lagged far behind countries patients waiting year start treatment,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
8788,plans require increase headline rates income tax national insurance vat corporation tax,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
11799,already home make sure continue working economic plan mortgage rates stay lower longer people keep hold homes plan future,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
14834,believe natural wealth resources scotland deliver clearer advantages people live,51902_201505,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015,5
11402,make sure students pushed achieve potential create opportunities stretch able,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
15714,ukip reform care system children care uk including age one find stability fostering adoption faster efficient way,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
1293,protecting scotland people,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
8305,strive ensure rural environment remains place people wish live work,51340_201505,Social Democratic and Labour Party,201505,Prosperity not austerity. SDLP Westminster Manifesto 2015,6
4007,treaty nice would reduce meps scotland within uk,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
980,decent public services secure society,51421_199705,Liberal Democrats,199705,Make the Difference,4
12653,analysis future needs,51621_201505,Ulster Unionist Party,201505,"One day, one vote, one chance for change. Westminster Manifesto 2015",8
4197,public perception declining police numbers,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
9417,new national gateway adoption first point contact potential adopters,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
3224,ambition development active intouch local government serving people,51320_200106,Labour Party,200106,Ambitions for Britain,3
2717,arts funding per cent level real terms,51320_200106,Labour Party,200106,Ambitions for Britain,3
15368,discriminate favour eu citizens rest world,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
1468,scratch cards would banned given problems addiction social disruption cause,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
2505,improved pay training headteachers delegated funding schools,51320_200106,Labour Party,200106,Ambitions for Britain,3
6765,excluded school,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
9296,children start learning moment born parents need supported right start,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
8314,work ensure british government undercut irish farming fishingindustries,51340_201505,Social Democratic and Labour Party,201505,Prosperity not austerity. SDLP Westminster Manifesto 2015,6
553,require government departments assess impact policies health,51421_199705,Liberal Democrats,199705,Make the Difference,4
2962,large majority people require care older also majority carers older people,51320_200106,Labour Party,200106,Ambitions for Britain,3
3834,fundamentally organisation must move away seeing regulatory body marketing body sells product holiday break scotland home abroad,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
11911,ban wild animals circuses,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
8125,labour also continue honour uk commitment support afghanistan seeks secure inclusive durable political settlement,51320_201505,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015,3
